,Descriptor,Resolved Type,Cluster Labels,Segment
1078,Traffic,fixed,0,1
1079,Traffic,fixed,0,1
1080,Noise,no_violation,6,7
1081,Other,no_violation,1,2
1082,Traffic,no_violation,5,6
1083,Traffic,no_violation,5,6
1084,Safety,no_violation,7,8
1085,Noise,no_violation,6,7
1086,Noise,no_violation,6,7
1087,Noise,fixed,4,5
1088,Traffic,fixed,0,1
1089,Noise,fixed,4,5
1090,Commercial,fixed,0,1
1091,Traffic,no_violation,5,6
1092,Energy,no_violation,1,2
1093,House,no_violation,1,2
1094,Safety,fixed,0,1
1095,Safety,fixed,0,1
1096,Traffic,no_violation,5,6
1097,House,fixed,2,3
1098,Traffic,fixed,0,1
1099,Traffic,no_violation,5,6
1100,Traffic,fixed,0,1
1101,Traffic,fixed,0,1
1102,Traffic,fixed,0,1
1103,Noise,no_violation,6,7
1104,Traffic,no_violation,5,6
1105,Traffic,no_violation,5,6
1106,Traffic,no_violation,5,6
1107,Noise,no_violation,6,7
1108,Traffic,no_violation,5,6
1109,Traffic,no_violation,5,6
1110,Traffic,no_violation,5,6
1111,Traffic,no_violation,5,6
1112,Traffic,fixed,0,1
1113,Traffic,no_violation,5,6
1114,Traffic,no_violation,5,6
1115,Other,fixed,0,1
1116,Noise,fixed,4,5
1117,Noise,fixed,4,5
1118,Safety,fixed,0,1
1119,Other,no_violation,1,2
1120,Noise,fixed,4,5
1121,Traffic,fixed,0,1
1122,Traffic,fixed,0,1
1123,Other,no_violation,1,2
1124,Noise,fixed,4,5
1125,Noise,fixed,4,5
1126,Noise,no_violation,6,7
1127,Safety,no_violation,7,8
1128,Traffic,fixed,0,1
1129,Traffic,no_violation,5,6
1133,Traffic,fixed,0,1
1134,Noise,no_violation,6,7
1136,Noise,no_violation,6,7
1137,Noise,no_violation,6,7
1138,Noise,fixed,4,5
1139,Noise,fixed,4,5
1140,Noise,fixed,4,5
1141,Safety,fixed,0,1
1142,Noise,fixed,4,5
1143,Traffic,no_violation,5,6
1144,Traffic,info_needed,0,1
1145,Traffic,fixed,0,1
1146,Energy,no_violation,1,2
1147,Noise,fixed,4,5
1148,Noise,no_violation,6,7
1149,Traffic,fixed,0,1
1150,Noise,no_violation,6,7
1151,Other,fixed,0,1
1152,Traffic,fixed,0,1
1153,Traffic,fixed,0,1
1154,Traffic,no_violation,5,6
1155,Noise,fixed,4,5
1156,Noise,fixed,4,5
1157,Noise,fixed,4,5
1158,Noise,fixed,4,5
1159,Noise,fixed,4,5
1160,Noise,fixed,4,5
1161,Noise,fixed,4,5
1162,Traffic,no_violation,5,6
1163,Traffic,no_violation,5,6
1164,Traffic,no_violation,5,6
1165,Traffic,fixed,0,1
1166,Noise,fixed,4,5
1167,Noise,fixed,4,5
1168,Commercial,no_violation,1,2
1169,Noise,fixed,4,5
1170,Traffic,no_violation,5,6
1171,Noise,fixed,4,5
1172,Noise,no_violation,6,7
1174,Traffic,no_violation,5,6
1175,Noise,fixed,4,5
1176,Noise,no_violation,6,7
1177,Noise,no_violation,6,7
1178,Traffic,no_violation,5,6
1180,Safety,fixed,0,1
1181,Animals,no_violation,1,2
1182,Traffic,no_violation,5,6
1183,Safety,no_violation,7,8
1184,Animals,referred,0,1
1185,Noise,fixed,4,5
1186,Traffic,fixed,0,1
1187,Noise,fixed,4,5
1188,Noise,fixed,4,5
1189,Noise,no_violation,6,7
1190,Noise,no_violation,6,7
1192,Traffic,no_violation,5,6
1193,Noise,fixed,4,5
1194,Noise,no_violation,6,7
1195,Noise,no_violation,6,7
1196,Commercial,fixed,0,1
1197,Traffic,no_violation,5,6
1198,Noise,fixed,4,5
1199,Noise,fixed,4,5
1201,Noise,fixed,4,5
1202,Traffic,no_violation,5,6
1203,Noise,no_violation,6,7
1204,Traffic,no_violation,5,6
1205,Traffic,fixed,0,1
1206,Noise,fixed,4,5
1207,Traffic,fixed,0,1
1208,Noise,no_violation,6,7
1209,Other,fixed,0,1
1210,Noise,fixed,4,5
1211,Noise,fixed,4,5
1212,Noise,fixed,4,5
1213,Traffic,fixed,0,1
1214,Personal Issue,fixed,0,1
1215,Safety,no_violation,7,8
1216,Noise,fixed,4,5
1217,Noise,fixed,4,5
1218,Noise,fixed,4,5
1219,Noise,fixed,4,5
1220,Noise,fixed,4,5
1221,Noise,fixed,4,5
1223,Noise,fixed,4,5
1224,Noise,fixed,4,5
1225,Noise,fixed,4,5
1226,Noise,fixed,4,5
1228,Noise,no_violation,6,7
1229,Traffic,no_violation,5,6
1230,Noise,fixed,4,5
1231,Noise,no_violation,6,7
1232,Safety,referred,7,8
1233,Animals,referred,0,1
1235,Noise,no_violation,6,7
1236,Noise,no_violation,6,7
1237,Noise,fixed,4,5
1238,Noise,no_violation,6,7
1239,Noise,no_violation,6,7
1240,Noise,no_violation,6,7
1241,Traffic,no_violation,5,6
1242,Traffic,no_violation,5,6
1243,Safety,fixed,0,1
1244,Other,fixed,0,1
1245,Traffic,fixed,0,1
1246,Noise,no_violation,6,7
1247,Noise,fixed,4,5
1248,Noise,fixed,4,5
1249,Traffic,fixed,0,1
1250,Traffic,fixed,0,1
1251,Noise,fixed,4,5
1252,Other,no_violation,1,2
1253,Traffic,no_violation,5,6
1254,Traffic,no_violation,5,6
1255,Noise,fixed,4,5
1256,Noise,no_violation,6,7
1257,Traffic,fixed,0,1
1258,Noise,fixed,4,5
1259,Noise,fixed,4,5
1260,Noise,fixed,4,5
1261,Noise,fixed,4,5
1262,Noise,fixed,4,5
1263,Noise,no_violation,6,7
1264,Noise,no_violation,6,7
1265,Noise,fixed,4,5
1266,Noise,no_violation,6,7
1267,Noise,fixed,4,5
1268,Traffic,fixed,0,1
1269,Noise,fixed,4,5
1270,Noise,fixed,4,5
1272,Traffic,no_violation,5,6
1273,Energy,no_violation,1,2
1274,Noise,fixed,4,5
1275,Noise,fixed,4,5
1276,Noise,fixed,4,5
1277,Noise,fixed,4,5
1278,Noise,fixed,4,5
1279,Noise,fixed,4,5
1280,Personal Issue,no_violation,1,2
1281,Personal Issue,no_violation,1,2
1282,Noise,no_violation,6,7
1283,Noise,fixed,4,5
1284,Noise,fixed,4,5
1285,Noise,fixed,4,5
1286,Traffic,no_violation,5,6
1287,Noise,fixed,4,5
1288,Noise,fixed,4,5
1289,Traffic,no_violation,5,6
1290,Noise,fixed,4,5
1291,Noise,no_violation,6,7
1292,Noise,no_violation,6,7
1293,Noise,no_violation,6,7
1294,Noise,no_violation,6,7
1295,Noise,fixed,4,5
1296,Energy,no_violation,1,2
1297,Noise,no_violation,6,7
1298,Noise,fixed,4,5
1299,Noise,fixed,4,5
1300,Noise,fixed,4,5
1301,Noise,fixed,4,5
1302,Noise,no_violation,6,7
1303,Noise,no_violation,6,7
1304,Noise,no_violation,6,7
1305,Traffic,no_violation,5,6
1308,Noise,no_violation,6,7
1309,Noise,no_violation,6,7
1310,Traffic,no_violation,5,6
1311,Noise,no_violation,6,7
1312,Noise,fixed,4,5
1313,Noise,fixed,4,5
1314,Noise,no_violation,6,7
1315,Noise,no_violation,6,7
1316,Noise,fixed,4,5
1317,Noise,fixed,4,5
1318,Noise,fixed,4,5
1319,Noise,no_violation,6,7
1320,Noise,fixed,4,5
1321,Noise,fixed,4,5
1322,Noise,fixed,4,5
1323,Other,fixed,0,1
1324,Noise,no_violation,6,7
1325,Other,fixed,0,1
1326,Personal Issue,fixed,0,1
1327,Noise,no_violation,6,7
1328,Noise,fixed,4,5
1329,Other,fixed,0,1
1330,Noise,no_violation,6,7
1331,Noise,no_violation,6,7
1332,Noise,no_violation,6,7
1333,Noise,no_violation,6,7
1334,Noise,fixed,4,5
1335,Energy,no_violation,1,2
1336,Noise,fixed,4,5
1337,Traffic,no_violation,5,6
1338,Energy,no_violation,1,2
1339,Noise,fixed,4,5
1340,Noise,fixed,4,5
1341,Noise,fixed,4,5
1342,Noise,no_violation,6,7
1344,Traffic,no_violation,5,6
1345,Noise,no_violation,6,7
1346,Noise,no_violation,6,7
1347,Traffic,fixed,0,1
1348,Noise,no_violation,6,7
1349,Noise,no_violation,6,7
1350,Noise,fixed,4,5
1351,Noise,no_violation,6,7
1352,Noise,no_violation,6,7
1353,Noise,fixed,4,5
1354,Other,no_violation,1,2
1355,Noise,info_needed,4,5
1356,Traffic,fixed,0,1
1357,Noise,no_violation,6,7
1358,Noise,no_violation,6,7
1360,Noise,no_violation,6,7
1361,Noise,no_violation,6,7
1362,Noise,no_violation,6,7
1363,Noise,fixed,4,5
1364,Traffic,fixed,0,1
1365,Noise,fixed,4,5
1366,Noise,no_violation,6,7
1367,Other,no_violation,1,2
1368,Noise,no_violation,6,7
1369,Noise,fixed,4,5
1370,Noise,fixed,4,5
1371,Noise,no_violation,6,7
1372,Noise,fixed,4,5
1373,Traffic,fixed,0,1
1374,Noise,fixed,4,5
1375,Noise,no_violation,6,7
1376,Noise,no_violation,6,7
1377,Noise,no_violation,6,7
1383,Noise,fixed,4,5
1384,Noise,no_violation,6,7
1385,Noise,fixed,4,5
1386,Noise,fixed,4,5
1387,Noise,referred,4,5
1388,Traffic,fixed,0,1
1389,Traffic,no_violation,5,6
1390,Noise,fixed,4,5
1391,Noise,fixed,4,5
1392,Traffic,no_violation,5,6
1393,Noise,no_violation,6,7
1394,Noise,referred,4,5
1395,Noise,no_violation,6,7
1396,Noise,fixed,4,5
1397,Noise,no_violation,6,7
1398,Traffic,no_violation,5,6
1399,Noise,no_violation,6,7
1400,Noise,fixed,4,5
1401,Noise,fixed,4,5
1402,Noise,fixed,4,5
1403,Noise,no_violation,6,7
1404,Noise,no_violation,6,7
1405,Personal Issue,fixed,0,1
1406,Noise,fixed,4,5
1407,Noise,no_violation,6,7
1408,Safety,fixed,0,1
1409,Noise,no_violation,6,7
1410,Noise,fixed,4,5
1411,Noise,no_violation,6,7
1412,Noise,fixed,4,5
1413,Noise,fixed,4,5
1414,Noise,fixed,4,5
1416,Noise,no_violation,6,7
1417,Noise,fixed,4,5
1418,Noise,fixed,4,5
1419,Noise,no_violation,6,7
1420,Traffic,no_violation,5,6
1421,Noise,no_violation,6,7
1422,Noise,no_violation,6,7
1423,Noise,no_violation,6,7
1424,Noise,fixed,4,5
1425,Noise,no_violation,6,7
1426,Noise,fixed,4,5
1427,Noise,fixed,4,5
1428,Noise,fixed,4,5
1429,Noise,fixed,4,5
1430,Noise,no_violation,6,7
1431,Traffic,no_violation,5,6
1432,Traffic,no_violation,5,6
1433,Noise,info_needed,4,5
1434,Traffic,no_violation,5,6
1435,Traffic,no_violation,5,6
1436,Noise,fixed,4,5
1437,Noise,no_violation,6,7
1438,Noise,no_violation,6,7
1439,Noise,no_violation,6,7
1440,Noise,no_violation,6,7
1441,Noise,fixed,4,5
1442,Personal Issue,fixed,0,1
1443,Noise,fixed,4,5
1444,Noise,fixed,4,5
1445,Noise,fixed,4,5
1446,Traffic,fixed,0,1
1447,Noise,fixed,4,5
1448,Noise,fixed,4,5
1449,Traffic,info_needed,0,1
1450,Noise,fixed,4,5
1451,Noise,fixed,4,5
1452,Noise,no_violation,6,7
1453,Noise,fixed,4,5
1454,Noise,fixed,4,5
1455,Noise,no_violation,6,7
1456,Noise,fixed,4,5
1457,Noise,no_violation,6,7
1458,Noise,fixed,4,5
1459,Noise,fixed,4,5
1460,Noise,fixed,4,5
1461,Noise,fixed,4,5
1462,House,no_violation,1,2
1463,Noise,no_violation,6,7
1464,Noise,fixed,4,5
1465,Noise,fixed,4,5
1466,Noise,fixed,4,5
1467,Traffic,no_violation,5,6
1468,Noise,fixed,4,5
1469,Noise,fixed,4,5
1470,Traffic,fixed,0,1
1471,Traffic,no_violation,5,6
1472,Traffic,no_violation,5,6
1473,Traffic,no_violation,5,6
1474,Traffic,no_violation,5,6
1475,Noise,fixed,4,5
1476,Energy,no_violation,1,2
1477,Noise,no_violation,6,7
1478,Noise,no_violation,6,7
1479,Noise,no_violation,6,7
1480,Traffic,no_violation,5,6
1481,Noise,no_violation,6,7
1482,Safety,no_violation,7,8
1483,Noise,fixed,4,5
1484,Noise,no_violation,6,7
1485,House,no_violation,1,2
1486,Noise,fixed,4,5
1487,Noise,no_violation,6,7
1488,Noise,fixed,4,5
1489,Noise,no_violation,6,7
1490,Noise,no_violation,6,7
1491,Noise,no_violation,6,7
1492,Noise,no_violation,6,7
1493,Noise,fixed,4,5
1494,Noise,no_violation,6,7
1495,Noise,fixed,4,5
1496,Noise,fixed,4,5
1497,Noise,fixed,4,5
1498,Noise,fixed,4,5
1499,Noise,fixed,4,5
1500,Noise,no_violation,6,7
1501,Noise,fixed,4,5
1502,Noise,fixed,4,5
1503,Noise,fixed,4,5
1504,Noise,info_needed,4,5
1505,Noise,info_needed,4,5
1506,Safety,no_violation,7,8
1507,Traffic,no_violation,5,6
1508,Noise,no_violation,6,7
1509,Noise,no_violation,6,7
1510,Noise,no_violation,6,7
1511,Traffic,no_violation,5,6
1512,Noise,no_violation,6,7
1513,Noise,fixed,4,5
1514,Noise,fixed,4,5
1515,Noise,fixed,4,5
1516,Noise,fixed,4,5
1517,Noise,fixed,4,5
1518,Noise,fixed,4,5
1519,Noise,no_violation,6,7
1520,Traffic,fixed,0,1
1521,Noise,no_violation,6,7
1522,Noise,no_violation,6,7
1523,Noise,no_violation,6,7
1524,Noise,fixed,4,5
1525,Noise,fixed,4,5
1526,Noise,fixed,4,5
1527,Noise,no_violation,6,7
1528,Noise,no_violation,6,7
1529,Traffic,no_violation,5,6
1530,Traffic,no_violation,5,6
1531,Noise,no_violation,6,7
1532,Noise,no_violation,6,7
1533,Noise,fixed,4,5
1534,Traffic,no_violation,5,6
1535,Traffic,no_violation,5,6
1536,Noise,fixed,4,5
1537,Noise,fixed,4,5
1538,Noise,fixed,4,5
1539,Noise,no_violation,6,7
1540,Noise,no_violation,6,7
1541,Noise,fixed,4,5
1542,Noise,fixed,4,5
1543,Traffic,fixed,0,1
1544,Noise,fixed,4,5
1545,Safety,no_violation,7,8
1546,Noise,fixed,4,5
1547,Other,fixed,0,1
1548,Noise,fixed,4,5
1549,Noise,no_violation,6,7
1550,Noise,no_violation,6,7
1551,Noise,fixed,4,5
1552,Noise,info_needed,4,5
1553,Traffic,no_violation,5,6
1554,Traffic,no_violation,5,6
1555,Noise,no_violation,6,7
1556,Traffic,fixed,0,1
1557,Traffic,fixed,0,1
1558,Traffic,info_needed,0,1
1559,Noise,no_violation,6,7
1560,Noise,fixed,4,5
1561,Safety,fixed,0,1
1562,Noise,fixed,4,5
1563,Noise,fixed,4,5
1564,Noise,fixed,4,5
1565,Noise,fixed,4,5
1566,Noise,fixed,4,5
1567,Noise,fixed,4,5
1568,Noise,fixed,4,5
1569,Noise,fixed,4,5
1570,Noise,fixed,4,5
1571,Noise,fixed,4,5
1572,Noise,fixed,4,5
1573,Noise,fixed,4,5
1574,Noise,fixed,4,5
1575,Noise,fixed,4,5
1576,Noise,fixed,4,5
1577,Noise,fixed,4,5
1578,Noise,fixed,4,5
1579,Noise,fixed,4,5
1580,Traffic,fixed,0,1
1581,Noise,no_violation,6,7
1582,Personal Issue,fixed,0,1
1583,Noise,fixed,4,5
1584,Noise,no_violation,6,7
1585,Noise,no_violation,6,7
1586,Noise,fixed,4,5
1587,Noise,no_violation,6,7
1588,Noise,fixed,4,5
1589,Energy,no_violation,1,2
1590,Noise,no_violation,6,7
1591,Noise,info_needed,4,5
1592,Noise,fixed,4,5
1593,Noise,fixed,4,5
1594,Noise,fixed,4,5
1595,Noise,no_violation,6,7
1596,Noise,no_violation,6,7
1597,Noise,fixed,4,5
1598,Noise,fixed,4,5
1599,Traffic,info_needed,0,1
1600,Noise,fixed,4,5
1601,Noise,no_violation,6,7
1602,Noise,no_violation,6,7
1603,Noise,no_violation,6,7
1604,Traffic,info_needed,0,1
1605,Noise,no_violation,6,7
1606,Noise,fixed,4,5
1607,Noise,fixed,4,5
1608,Noise,no_violation,6,7
1609,Noise,fixed,4,5
1610,Safety,referred,7,8
1611,Noise,fixed,4,5
1612,Noise,fixed,4,5
1613,Personal Issue,fixed,0,1
1614,Noise,no_violation,6,7
1615,Noise,no_violation,6,7
1616,Noise,no_violation,6,7
1617,Noise,no_violation,6,7
1618,Noise,fixed,4,5
1619,Noise,fixed,4,5
1620,Noise,fixed,4,5
1621,Noise,fixed,4,5
1622,Noise,fixed,4,5
1623,Noise,fixed,4,5
1624,Noise,fixed,4,5
1625,Noise,no_violation,6,7
1626,Noise,fixed,4,5
1627,Noise,no_violation,6,7
1628,Traffic,no_violation,5,6
1629,Noise,no_violation,6,7
1630,Noise,no_violation,6,7
1631,Noise,no_violation,6,7
1632,Traffic,no_violation,5,6
1633,Noise,no_violation,6,7
1634,Noise,no_violation,6,7
1635,Noise,fixed,4,5
1636,Noise,fixed,4,5
1637,Noise,no_violation,6,7
1638,Noise,no_violation,6,7
1639,Noise,fixed,4,5
1640,Noise,fixed,4,5
1641,Noise,no_violation,6,7
1642,Noise,fixed,4,5
1643,Noise,fixed,4,5
1644,Noise,no_violation,6,7
1645,Noise,fixed,4,5
1646,Noise,fixed,4,5
1648,Personal Issue,no_violation,1,2
1649,Noise,fixed,4,5
1650,Noise,no_violation,6,7
1651,Traffic,fixed,0,1
1652,Traffic,fixed,0,1
1653,Noise,no_violation,6,7
1655,Noise,fixed,4,5
1656,Traffic,no_violation,5,6
1657,Noise,fixed,4,5
1658,Noise,no_violation,6,7
1659,Noise,no_violation,6,7
1661,Traffic,no_violation,5,6
1663,Noise,no_violation,6,7
1664,Other,no_violation,1,2
1665,Noise,fixed,4,5
1666,Traffic,fixed,0,1
1667,Traffic,no_violation,5,6
1668,Trash/Pollution,no_violation,3,4
1669,Noise,fixed,4,5
1670,Noise,no_violation,6,7
1671,Noise,fixed,4,5
1672,Noise,fixed,4,5
1673,Noise,no_violation,6,7
1674,Noise,fixed,4,5
1675,Noise,no_violation,6,7
1676,Noise,fixed,4,5
1677,Other,no_violation,1,2
1678,Safety,no_violation,7,8
1679,Safety,fixed,0,1
1680,Traffic,no_violation,5,6
1681,Traffic,fixed,0,1
1682,Traffic,fixed,0,1
1683,Safety,fixed,0,1
1684,Traffic,fixed,0,1
1685,Traffic,fixed,0,1
1686,Noise,no_violation,6,7
1687,Traffic,no_violation,5,6
1688,Other,referred,0,1
1689,Traffic,fixed,0,1
1690,Traffic,fixed,0,1
1691,Traffic,fixed,0,1
1692,Traffic,no_violation,5,6
1693,Noise,no_violation,6,7
1694,Traffic,fixed,0,1
1695,Traffic,fixed,0,1
1696,Safety,no_violation,7,8
1697,Trash/Pollution,no_violation,3,4
1698,Trash/Pollution,no_violation,3,4
1699,Noise,no_violation,6,7
1700,Trash/Pollution,fixed,0,1
1701,Noise,no_violation,6,7
1702,Noise,fixed,4,5
1703,Safety,no_violation,7,8
1704,Traffic,no_violation,5,6
1705,Animals,fixed,0,1
1706,Traffic,no_violation,5,6
1707,Traffic,no_violation,5,6
1709,Traffic,no_violation,5,6
1710,Traffic,fixed,0,1
1711,Personal Issue,no_violation,1,2
1712,Traffic,fixed,0,1
1713,Traffic,fixed,0,1
1714,Traffic,fixed,0,1
1715,Energy,fixed,0,1
1716,Animals,referred,0,1
1717,Animals,referred,0,1
1718,Traffic,no_violation,5,6
1719,Other,fixed,0,1
1720,Traffic,fixed,0,1
1721,Traffic,fixed,0,1
1722,Traffic,fixed,0,1
1723,Traffic,fixed,0,1
1724,Traffic,no_violation,5,6
1725,Traffic,no_violation,5,6
1726,Noise,fixed,4,5
1727,Traffic,fixed,0,1
1728,Noise,no_violation,6,7
1729,Safety,fixed,0,1
1730,Noise,no_violation,6,7
1731,Noise,fixed,4,5
1732,Noise,fixed,4,5
1733,Noise,fixed,4,5
1734,Noise,fixed,4,5
1735,Noise,fixed,4,5
1736,Noise,fixed,4,5
1737,Noise,fixed,4,5
1738,Personal Issue,fixed,0,1
1739,Noise,no_violation,6,7
1740,Safety,no_violation,7,8
1742,Traffic,info_needed,0,1
1743,Traffic,fixed,0,1
1744,Noise,info_needed,4,5
1745,Noise,no_violation,6,7
1746,Safety,fixed,0,1
1747,Noise,no_violation,6,7
1748,Noise,fixed,4,5
1749,Traffic,no_violation,5,6
1750,Traffic,fixed,0,1
1751,House,fixed,2,3
1752,Animals,fixed,0,1
1753,Safety,fixed,0,1
1754,Energy,fixed,0,1
1755,Noise,no_violation,6,7
1756,Other,fixed,0,1
1757,Trash/Pollution,no_violation,3,4
1759,Traffic,no_violation,5,6
1760,Other,fixed,0,1
1761,Noise,no_violation,6,7
1762,Traffic,no_violation,5,6
1763,Traffic,no_violation,5,6
1764,Noise,no_violation,6,7
1765,Noise,no_violation,6,7
1766,Noise,no_violation,6,7
1767,Safety,info_needed,7,8
1768,Noise,fixed,4,5
1769,Noise,fixed,4,5
1770,Traffic,fixed,0,1
1771,Other,fixed,0,1
1772,Traffic,fixed,0,1
1774,Traffic,fixed,0,1
1775,Other,no_violation,1,2
1776,Safety,no_violation,7,8
1777,Traffic,fixed,0,1
1778,Traffic,fixed,0,1
1779,Noise,no_violation,6,7
1780,Noise,no_violation,6,7
1781,Trash/Pollution,no_violation,3,4
1782,Other,no_violation,1,2
1783,Trash/Pollution,no_violation,3,4
1784,Noise,no_violation,6,7
1785,Traffic,no_violation,5,6
1786,Trash/Pollution,no_violation,3,4
1787,Noise,fixed,4,5
1788,Commercial,no_violation,1,2
1789,Safety,fixed,0,1
1790,Trash/Pollution,no_violation,3,4
1791,Trash/Pollution,no_violation,3,4
1792,Trash/Pollution,no_violation,3,4
1793,Other,no_violation,1,2
1794,Noise,info_needed,4,5
1795,Noise,info_needed,4,5
1796,Trash/Pollution,no_violation,3,4
1797,Noise,no_violation,6,7
1798,Other,no_violation,1,2
1799,Traffic,no_violation,5,6
1800,Traffic,no_violation,5,6
1801,Trash/Pollution,fixed,0,1
1803,Trash/Pollution,no_violation,3,4
1804,Trash/Pollution,no_violation,3,4
1805,Trash/Pollution,no_violation,3,4
1806,Trash/Pollution,no_violation,3,4
1807,Trash/Pollution,no_violation,3,4
1808,Trash/Pollution,no_violation,3,4
1809,Trash/Pollution,no_violation,3,4
1810,Trash/Pollution,no_violation,3,4
1811,Trash/Pollution,no_violation,3,4
1812,Personal Issue,fixed,0,1
1813,Trash/Pollution,no_violation,3,4
1814,Trash/Pollution,no_violation,3,4
1815,Noise,no_violation,6,7
1816,Noise,no_violation,6,7
1817,Noise,no_violation,6,7
1818,Noise,fixed,4,5
1819,Noise,no_violation,6,7
1820,Noise,no_violation,6,7
1821,Noise,no_violation,6,7
1824,Noise,no_violation,6,7
1825,House,duplicated_report,1,2
1826,House,duplicated_report,1,2
1827,Energy,no_violation,1,2
1828,House,fixed,2,3
1829,Other,fixed,0,1
1830,Commercial,fixed,0,1
1831,Traffic,no_violation,5,6
1832,Traffic,no_violation,5,6
1833,Traffic,no_violation,5,6
1834,Traffic,no_violation,5,6
1835,Traffic,no_violation,5,6
1836,Traffic,no_violation,5,6
1837,Traffic,fixed,0,1
1838,Traffic,no_violation,5,6
1839,Traffic,fixed,0,1
1840,Safety,no_violation,7,8
1841,Traffic,fixed,0,1
1842,Traffic,fixed,0,1
1843,Traffic,no_violation,5,6
1844,Noise,no_violation,6,7
1846,Noise,info_needed,4,5
1847,Other,fixed,0,1
1848,Noise,info_needed,4,5
1849,Trash/Pollution,no_violation,3,4
1851,Traffic,fixed,0,1
1852,Noise,info_needed,4,5
1854,Traffic,no_violation,5,6
1855,Traffic,no_violation,5,6
1856,Traffic,no_violation,5,6
1857,Noise,no_violation,6,7
1858,Noise,fixed,4,5
1859,Safety,fixed,0,1
1860,Traffic,fixed,0,1
1861,Traffic,fixed,0,1
1862,Traffic,fixed,0,1
1864,Traffic,no_violation,5,6
1865,Traffic,no_violation,5,6
1866,Traffic,no_violation,5,6
1867,Traffic,no_violation,5,6
1868,Noise,info_needed,4,5
1869,Traffic,no_violation,5,6
1870,Traffic,no_violation,5,6
1871,Personal Issue,fixed,0,1
1872,Trash/Pollution,no_violation,3,4
1873,Trash/Pollution,no_violation,3,4
1874,Trash/Pollution,no_violation,3,4
1875,Trash/Pollution,no_violation,3,4
1876,Trash/Pollution,no_violation,3,4
1877,Noise,info_needed,4,5
1878,Trash/Pollution,fixed,0,1
1880,Traffic,no_violation,5,6
1881,Safety,no_violation,7,8
1882,Traffic,no_violation,5,6
1883,Commercial,no_violation,1,2
1884,Traffic,fixed,0,1
1886,Noise,fixed,4,5
1887,Noise,fixed,4,5
1888,Noise,no_violation,6,7
1889,Other,no_violation,1,2
1891,Other,no_violation,1,2
1892,Trash/Pollution,no_violation,3,4
1893,Trash/Pollution,no_violation,3,4
1894,Noise,no_violation,6,7
1895,House,fixed,2,3
1896,House,duplicated_report,1,2
1897,House,duplicated_report,1,2
1898,Traffic,no_violation,5,6
1899,Traffic,fixed,0,1
1900,Traffic,no_violation,5,6
1901,Noise,no_violation,6,7
1902,Noise,fixed,4,5
1903,Traffic,no_violation,5,6
1904,Traffic,no_violation,5,6
1905,Traffic,no_violation,5,6
1906,Traffic,no_violation,5,6
1907,Trash/Pollution,no_violation,3,4
1908,Traffic,no_violation,5,6
1909,Safety,fixed,0,1
1910,Trash/Pollution,no_violation,3,4
1911,Traffic,fixed,0,1
1912,Trash/Pollution,no_violation,3,4
1913,Traffic,fixed,0,1
1914,Noise,fixed,4,5
1915,Noise,fixed,4,5
1917,Noise,no_violation,6,7
1918,House,no_violation,1,2
1919,Noise,fixed,4,5
1920,Noise,fixed,4,5
1921,Noise,fixed,4,5
1922,Noise,no_violation,6,7
1923,Noise,fixed,4,5
1924,Noise,no_violation,6,7
1925,Noise,no_violation,6,7
1926,Traffic,fixed,0,1
1927,Traffic,fixed,0,1
1928,Noise,fixed,4,5
1929,Noise,no_violation,6,7
1930,Traffic,no_violation,5,6
1931,Traffic,fixed,0,1
1932,Traffic,no_violation,5,6
1933,Other,no_violation,1,2
1934,Traffic,fixed,0,1
1935,Safety,fixed,0,1
1936,Traffic,fixed,0,1
1939,Noise,fixed,4,5
1940,Noise,fixed,4,5
1941,Traffic,fixed,0,1
1942,Traffic,fixed,0,1
1943,Traffic,fixed,0,1
1945,Noise,no_violation,6,7
1946,Noise,no_violation,6,7
1947,Safety,no_violation,7,8
1948,Traffic,fixed,0,1
1949,Traffic,no_violation,5,6
1950,Noise,no_violation,6,7
1951,Traffic,fixed,0,1
1952,Traffic,fixed,0,1
1953,Noise,no_violation,6,7
1954,Noise,no_violation,6,7
