,Descriptor,Resolved Type,Duration Type,Cluster Labels,Segment
579,Noise,no_violation,"(26.55, 63.33]",6,7
580,Traffic,no_violation,"(0.069, 26.55]",1,2
581,Noise,fixed,"(0.069, 26.55]",7,8
582,Safety,fixed,"(0.069, 26.55]",0,1
583,Traffic,info_needed,"(0.069, 26.55]",1,2
584,Noise,no_violation,"(26.55, 63.33]",6,7
585,Noise,no_violation,"(26.55, 63.33]",6,7
586,Noise,no_violation,"(26.55, 63.33]",6,7
587,Noise,fixed,"(26.55, 63.33]",4,5
588,Noise,fixed,"(26.55, 63.33]",4,5
589,Traffic,fixed,"(26.55, 63.33]",0,1
590,Traffic,no_violation,"(26.55, 63.33]",1,2
591,Traffic,no_violation,"(26.55, 63.33]",1,2
592,Noise,no_violation,"(26.55, 63.33]",6,7
593,Noise,no_violation,"(26.55, 63.33]",6,7
594,Noise,fixed,"(26.55, 63.33]",4,5
595,Noise,fixed,"(0.069, 26.55]",7,8
596,Noise,fixed,"(0.069, 26.55]",7,8
597,Noise,fixed,"(26.55, 63.33]",4,5
598,Noise,fixed,"(63.33, 2677.65]",4,5
599,Noise,fixed,"(63.33, 2677.65]",4,5
600,Noise,fixed,"(26.55, 63.33]",4,5
601,Traffic,fixed,"(63.33, 2677.65]",8,9
602,Noise,no_violation,"(63.33, 2677.65]",9,10
603,Noise,fixed,"(63.33, 2677.65]",4,5
604,Noise,no_violation,"(26.55, 63.33]",6,7
605,Noise,no_violation,"(0.069, 26.55]",3,4
606,Noise,fixed,"(63.33, 2677.65]",4,5
607,Noise,info_needed,"(26.55, 63.33]",4,5
608,Noise,no_violation,"(26.55, 63.33]",6,7
609,Noise,no_violation,"(63.33, 2677.65]",9,10
610,Noise,fixed,"(0.069, 26.55]",7,8
611,Noise,no_violation,"(63.33, 2677.65]",9,10
612,Noise,no_violation,"(26.55, 63.33]",6,7
613,Traffic,fixed,"(26.55, 63.33]",0,1
614,Noise,no_violation,"(26.55, 63.33]",6,7
615,Noise,fixed,"(26.55, 63.33]",4,5
616,Noise,no_violation,"(63.33, 2677.65]",9,10
617,Noise,no_violation,"(0.069, 26.55]",3,4
618,Noise,fixed,"(26.55, 63.33]",4,5
619,Noise,no_violation,"(26.55, 63.33]",6,7
620,Noise,fixed,"(26.55, 63.33]",4,5
621,Noise,no_violation,"(63.33, 2677.65]",9,10
622,Noise,no_violation,"(0.069, 26.55]",3,4
623,Noise,no_violation,"(26.55, 63.33]",6,7
624,Traffic,no_violation,"(26.55, 63.33]",1,2
625,Noise,no_violation,"(63.33, 2677.65]",9,10
626,Noise,fixed,"(0.069, 26.55]",7,8
628,Noise,no_violation,"(63.33, 2677.65]",9,10
629,Traffic,fixed,"(63.33, 2677.65]",8,9
630,Noise,no_violation,"(26.55, 63.33]",6,7
631,Traffic,info_needed,"(63.33, 2677.65]",8,9
632,Noise,no_violation,"(0.069, 26.55]",3,4
633,Traffic,no_violation,"(63.33, 2677.65]",1,2
634,Traffic,no_violation,"(0.069, 26.55]",1,2
635,Noise,no_violation,"(0.069, 26.55]",3,4
636,Noise,no_violation,"(26.55, 63.33]",6,7
638,Noise,fixed,"(63.33, 2677.65]",4,5
639,Noise,no_violation,"(63.33, 2677.65]",9,10
640,Noise,info_needed,"(26.55, 63.33]",4,5
641,Noise,no_violation,"(63.33, 2677.65]",9,10
642,Noise,no_violation,"(63.33, 2677.65]",9,10
643,Noise,no_violation,"(26.55, 63.33]",6,7
644,Noise,no_violation,"(63.33, 2677.65]",9,10
645,Noise,fixed,"(63.33, 2677.65]",4,5
646,Noise,fixed,"(0.069, 26.55]",7,8
647,Noise,fixed,"(63.33, 2677.65]",4,5
648,Noise,no_violation,"(26.55, 63.33]",6,7
650,Noise,fixed,"(26.55, 63.33]",4,5
651,Traffic,info_needed,"(26.55, 63.33]",1,2
652,Noise,no_violation,"(26.55, 63.33]",6,7
653,Noise,no_violation,"(26.55, 63.33]",6,7
654,Noise,no_violation,"(0.069, 26.55]",3,4
655,Noise,no_violation,"(0.069, 26.55]",3,4
656,Noise,no_violation,"(26.55, 63.33]",6,7
657,Noise,no_violation,"(0.069, 26.55]",3,4
658,Noise,no_violation,"(0.069, 26.55]",3,4
659,Noise,fixed,"(26.55, 63.33]",4,5
660,Noise,no_violation,"(0.069, 26.55]",3,4
661,Noise,no_violation,"(0.069, 26.55]",3,4
662,Noise,fixed,"(63.33, 2677.65]",4,5
663,Noise,fixed,"(0.069, 26.55]",7,8
664,Noise,no_violation,"(0.069, 26.55]",3,4
665,Noise,fixed,"(0.069, 26.55]",7,8
666,Noise,fixed,"(26.55, 63.33]",4,5
667,Noise,fixed,"(26.55, 63.33]",4,5
669,Noise,fixed,"(0.069, 26.55]",7,8
671,Noise,no_violation,"(0.069, 26.55]",3,4
672,Noise,no_violation,"(63.33, 2677.65]",9,10
673,Noise,no_violation,"(26.55, 63.33]",6,7
674,Noise,info_needed,"(63.33, 2677.65]",9,10
675,Noise,no_violation,"(63.33, 2677.65]",9,10
676,Traffic,no_violation,"(63.33, 2677.65]",1,2
678,Noise,info_needed,"(26.55, 63.33]",4,5
679,Noise,fixed,"(0.069, 26.55]",7,8
680,Noise,no_violation,"(26.55, 63.33]",6,7
682,Noise,no_violation,"(26.55, 63.33]",6,7
683,Noise,no_violation,"(0.069, 26.55]",3,4
684,Noise,no_violation,"(0.069, 26.55]",3,4
685,Noise,fixed,"(26.55, 63.33]",4,5
686,Noise,fixed,"(0.069, 26.55]",7,8
687,Traffic,no_violation,"(0.069, 26.55]",1,2
688,Noise,no_violation,"(0.069, 26.55]",3,4
689,Noise,no_violation,"(26.55, 63.33]",6,7
690,Noise,fixed,"(0.069, 26.55]",7,8
691,Noise,fixed,"(0.069, 26.55]",7,8
692,Noise,no_violation,"(26.55, 63.33]",6,7
693,Noise,fixed,"(26.55, 63.33]",4,5
694,Noise,fixed,"(26.55, 63.33]",4,5
695,Noise,no_violation,"(0.069, 26.55]",3,4
696,Noise,no_violation,"(63.33, 2677.65]",9,10
697,Noise,fixed,"(26.55, 63.33]",4,5
698,Traffic,no_violation,"(0.069, 26.55]",1,2
700,Noise,info_needed,"(0.069, 26.55]",3,4
701,Safety,no_violation,"(63.33, 2677.65]",9,10
703,Noise,info_needed,"(63.33, 2677.65]",9,10
704,Noise,info_needed,"(26.55, 63.33]",4,5
705,Noise,info_needed,"(0.069, 26.55]",3,4
706,Noise,info_needed,"(0.069, 26.55]",3,4
707,Noise,info_needed,"(0.069, 26.55]",3,4
708,Noise,info_needed,"(0.069, 26.55]",3,4
709,Traffic,no_violation,"(26.55, 63.33]",1,2
710,Traffic,no_violation,"(26.55, 63.33]",1,2
726,Noise,info_needed,"(0.069, 26.55]",3,4
727,Noise,no_violation,"(0.069, 26.55]",3,4
728,Noise,info_needed,"(0.069, 26.55]",3,4
730,Noise,no_violation,"(63.33, 2677.65]",9,10
731,Noise,no_violation,"(26.55, 63.33]",6,7
734,Noise,fixed,"(26.55, 63.33]",4,5
735,Noise,no_violation,"(0.069, 26.55]",3,4
736,Noise,no_violation,"(0.069, 26.55]",3,4
737,Noise,fixed,"(0.069, 26.55]",7,8
738,Noise,fixed,"(0.069, 26.55]",7,8
739,Noise,no_violation,"(26.55, 63.33]",6,7
741,Traffic,info_needed,"(26.55, 63.33]",1,2
742,Commercial,fixed,"(63.33, 2677.65]",8,9
743,Traffic,fixed,"(0.069, 26.55]",7,8
746,Commercial,fixed,"(63.33, 2677.65]",8,9
747,Commercial,fixed,"(63.33, 2677.65]",8,9
748,Noise,fixed,"(26.55, 63.33]",4,5
750,Traffic,no_violation,"(26.55, 63.33]",1,2
751,Traffic,info_needed,"(26.55, 63.33]",1,2
752,Noise,no_violation,"(0.069, 26.55]",3,4
753,Traffic,no_violation,"(63.33, 2677.65]",1,2
755,Safety,no_violation,"(26.55, 63.33]",0,1
756,Traffic,fixed,"(26.55, 63.33]",0,1
757,Traffic,fixed,"(0.069, 26.55]",7,8
758,Traffic,fixed,"(0.069, 26.55]",7,8
759,Traffic,no_violation,"(0.069, 26.55]",1,2
760,Other,no_violation,"(63.33, 2677.65]",9,10
762,Personal Issue,followup,"(63.33, 2677.65]",8,9
764,Other,followup,"(63.33, 2677.65]",8,9
765,Noise,no_violation,"(26.55, 63.33]",6,7
767,Other,no_violation,"(26.55, 63.33]",1,2
768,Traffic,no_violation,"(26.55, 63.33]",1,2
769,Animals,duplicated_report,"(63.33, 2677.65]",5,6
770,Animals,duplicated_report,"(63.33, 2677.65]",5,6
771,Animals,duplicated_report,"(63.33, 2677.65]",5,6
772,Safety,fixed,"(26.55, 63.33]",0,1
773,Traffic,fixed,"(0.069, 26.55]",7,8
774,Traffic,fixed,"(63.33, 2677.65]",8,9
775,Traffic,no_violation,"(63.33, 2677.65]",1,2
776,Traffic,fixed,"(26.55, 63.33]",0,1
778,Personal Issue,followup,"(63.33, 2677.65]",8,9
779,Traffic,fixed,"(0.069, 26.55]",7,8
782,Commercial,followup,"(63.33, 2677.65]",8,9
786,Animals,no_violation,"(63.33, 2677.65]",9,10
787,Traffic,no_violation,"(0.069, 26.55]",1,2
790,Other,fixed,"(63.33, 2677.65]",8,9
793,Traffic,fixed,"(63.33, 2677.65]",8,9
794,Commercial,followup,"(0.069, 26.55]",3,4
795,Other,info_needed,"(63.33, 2677.65]",8,9
796,Commercial,referred,"(63.33, 2677.65]",8,9
797,Commercial,info_needed,"(63.33, 2677.65]",8,9
798,House,duplicated_report,"(63.33, 2677.65]",2,3
800,Traffic,no_violation,"(0.069, 26.55]",1,2
801,Traffic,no_violation,"(0.069, 26.55]",1,2
802,Traffic,no_violation,"(0.069, 26.55]",1,2
803,Traffic,no_violation,"(0.069, 26.55]",1,2
804,Traffic,fixed,"(26.55, 63.33]",0,1
805,Noise,no_violation,"(63.33, 2677.65]",9,10
806,Traffic,no_violation,"(26.55, 63.33]",1,2
807,Commercial,followup,"(26.55, 63.33]",0,1
808,Commercial,followup,"(63.33, 2677.65]",8,9
809,Commercial,followup,"(63.33, 2677.65]",8,9
810,Commercial,referred,"(63.33, 2677.65]",8,9
811,Traffic,fixed,"(63.33, 2677.65]",8,9
812,Traffic,fixed,"(63.33, 2677.65]",8,9
814,Traffic,no_violation,"(26.55, 63.33]",1,2
816,Traffic,no_violation,"(26.55, 63.33]",1,2
817,Traffic,no_violation,"(0.069, 26.55]",1,2
818,Traffic,no_violation,"(0.069, 26.55]",1,2
819,Commercial,followup,"(0.069, 26.55]",3,4
820,Traffic,no_violation,"(0.069, 26.55]",1,2
821,Traffic,no_violation,"(0.069, 26.55]",1,2
822,Traffic,no_violation,"(0.069, 26.55]",1,2
823,Commercial,followup,"(63.33, 2677.65]",8,9
824,Commercial,no_violation,"(63.33, 2677.65]",9,10
825,Traffic,no_violation,"(0.069, 26.55]",1,2
826,Traffic,no_violation,"(0.069, 26.55]",1,2
827,Traffic,no_violation,"(26.55, 63.33]",1,2
828,Traffic,fixed,"(63.33, 2677.65]",8,9
830,Safety,no_violation,"(26.55, 63.33]",0,1
831,Safety,no_violation,"(26.55, 63.33]",0,1
832,Safety,no_violation,"(26.55, 63.33]",0,1
833,Safety,no_violation,"(26.55, 63.33]",0,1
834,Safety,no_violation,"(26.55, 63.33]",0,1
835,Safety,no_violation,"(26.55, 63.33]",0,1
836,Safety,no_violation,"(26.55, 63.33]",0,1
837,Safety,no_violation,"(0.069, 26.55]",3,4
840,House,no_violation,"(26.55, 63.33]",1,2
841,Animals,no_violation,"(26.55, 63.33]",1,2
844,Traffic,no_violation,"(0.069, 26.55]",1,2
845,Traffic,no_violation,"(0.069, 26.55]",1,2
850,Commercial,followup,"(0.069, 26.55]",3,4
855,Traffic,no_violation,"(0.069, 26.55]",1,2
856,Traffic,no_violation,"(0.069, 26.55]",1,2
857,Traffic,no_violation,"(0.069, 26.55]",1,2
861,Noise,no_violation,"(63.33, 2677.65]",9,10
862,Traffic,no_violation,"(0.069, 26.55]",1,2
863,Traffic,no_violation,"(0.069, 26.55]",1,2
864,Traffic,no_violation,"(0.069, 26.55]",1,2
865,Traffic,no_violation,"(0.069, 26.55]",1,2
866,Traffic,no_violation,"(63.33, 2677.65]",1,2
867,Traffic,no_violation,"(63.33, 2677.65]",1,2
868,Traffic,info_needed,"(63.33, 2677.65]",8,9
869,Traffic,fixed,"(26.55, 63.33]",0,1
870,Noise,no_violation,"(0.069, 26.55]",3,4
871,Other,followup,"(63.33, 2677.65]",8,9
872,Commercial,referred,"(63.33, 2677.65]",8,9
873,Traffic,fixed,"(26.55, 63.33]",0,1
874,Traffic,no_violation,"(0.069, 26.55]",1,2
875,Traffic,no_violation,"(0.069, 26.55]",1,2
876,Traffic,no_violation,"(0.069, 26.55]",1,2
877,Traffic,fixed,"(26.55, 63.33]",0,1
878,Safety,fixed,"(26.55, 63.33]",0,1
879,Traffic,no_violation,"(0.069, 26.55]",1,2
880,Traffic,referred,"(26.55, 63.33]",1,2
881,Traffic,fixed,"(0.069, 26.55]",7,8
883,Traffic,fixed,"(26.55, 63.33]",0,1
884,Traffic,fixed,"(26.55, 63.33]",0,1
885,Other,followup,"(0.069, 26.55]",3,4
887,Traffic,no_violation,"(0.069, 26.55]",1,2
888,Traffic,fixed,"(26.55, 63.33]",0,1
889,Traffic,no_violation,"(63.33, 2677.65]",1,2
891,Trash/Pollution,no_violation,"(63.33, 2677.65]",9,10
892,Trash/Pollution,no_violation,"(63.33, 2677.65]",9,10
894,Trash/Pollution,no_violation,"(63.33, 2677.65]",9,10
895,Traffic,no_violation,"(63.33, 2677.65]",1,2
896,Traffic,no_violation,"(0.069, 26.55]",1,2
897,Traffic,no_violation,"(26.55, 63.33]",1,2
898,Commercial,referred,"(63.33, 2677.65]",8,9
899,Commercial,referred,"(63.33, 2677.65]",8,9
900,Commercial,referred,"(63.33, 2677.65]",8,9
901,Traffic,no_violation,"(63.33, 2677.65]",1,2
902,Other,followup,"(0.069, 26.55]",3,4
903,Traffic,no_violation,"(63.33, 2677.65]",1,2
906,Noise,no_violation,"(0.069, 26.55]",3,4
907,Noise,no_violation,"(0.069, 26.55]",3,4
908,Trash/Pollution,fixed,"(63.33, 2677.65]",8,9
909,Trash/Pollution,no_violation,"(63.33, 2677.65]",9,10
910,Safety,followup,"(63.33, 2677.65]",0,1
911,Traffic,no_violation,"(63.33, 2677.65]",1,2
913,Commercial,referred,"(63.33, 2677.65]",8,9
914,Traffic,fixed,"(0.069, 26.55]",7,8
915,Other,no_violation,"(0.069, 26.55]",3,4
916,Noise,no_violation,"(26.55, 63.33]",6,7
917,Traffic,no_violation,"(63.33, 2677.65]",1,2
918,Traffic,no_violation,"(63.33, 2677.65]",1,2
919,Traffic,fixed,"(26.55, 63.33]",0,1
921,Traffic,no_violation,"(0.069, 26.55]",1,2
922,Commercial,referred,"(63.33, 2677.65]",8,9
924,Traffic,fixed,"(26.55, 63.33]",0,1
925,Traffic,fixed,"(26.55, 63.33]",0,1
926,Traffic,no_violation,"(63.33, 2677.65]",1,2
927,Traffic,no_violation,"(26.55, 63.33]",1,2
928,Commercial,followup,"(0.069, 26.55]",3,4
929,Noise,no_violation,"(63.33, 2677.65]",9,10
931,Traffic,fixed,"(26.55, 63.33]",0,1
932,Noise,no_violation,"(63.33, 2677.65]",9,10
933,Safety,no_violation,"(26.55, 63.33]",0,1
934,Other,referred,"(63.33, 2677.65]",8,9
935,Other,referred,"(63.33, 2677.65]",8,9
936,Traffic,no_violation,"(63.33, 2677.65]",1,2
937,Other,followup,"(63.33, 2677.65]",8,9
938,Other,referred,"(63.33, 2677.65]",8,9
939,Traffic,no_violation,"(26.55, 63.33]",1,2
941,Traffic,fixed,"(63.33, 2677.65]",8,9
943,Traffic,no_violation,"(26.55, 63.33]",1,2
944,Noise,no_violation,"(0.069, 26.55]",3,4
945,Personal Issue,followup,"(0.069, 26.55]",3,4
946,Traffic,no_violation,"(26.55, 63.33]",1,2
947,Noise,info_needed,"(0.069, 26.55]",3,4
949,Personal Issue,fixed,"(63.33, 2677.65]",8,9
950,Noise,fixed,"(26.55, 63.33]",4,5
951,Noise,fixed,"(26.55, 63.33]",4,5
952,Commercial,referred,"(63.33, 2677.65]",8,9
953,Commercial,info_needed,"(63.33, 2677.65]",8,9
954,Commercial,referred,"(63.33, 2677.65]",8,9
955,Commercial,info_needed,"(63.33, 2677.65]",8,9
956,Traffic,no_violation,"(63.33, 2677.65]",1,2
958,Traffic,no_violation,"(63.33, 2677.65]",1,2
959,Noise,info_needed,"(26.55, 63.33]",4,5
960,Safety,no_violation,"(26.55, 63.33]",0,1
961,Traffic,fixed,"(63.33, 2677.65]",8,9
962,Traffic,no_violation,"(63.33, 2677.65]",1,2
963,Traffic,fixed,"(26.55, 63.33]",0,1
964,Safety,no_violation,"(63.33, 2677.65]",9,10
965,Traffic,no_violation,"(26.55, 63.33]",1,2
966,Noise,fixed,"(26.55, 63.33]",4,5
967,Noise,fixed,"(0.069, 26.55]",7,8
968,Noise,fixed,"(0.069, 26.55]",7,8
969,Other,fixed,"(63.33, 2677.65]",8,9
970,Other,no_violation,"(26.55, 63.33]",1,2
971,Traffic,no_violation,"(63.33, 2677.65]",1,2
972,Noise,fixed,"(63.33, 2677.65]",4,5
973,Trash/Pollution,no_violation,"(63.33, 2677.65]",9,10
974,Traffic,no_violation,"(63.33, 2677.65]",1,2
975,Traffic,no_violation,"(63.33, 2677.65]",1,2
976,Trash/Pollution,fixed,"(63.33, 2677.65]",8,9
977,Traffic,referred,"(63.33, 2677.65]",8,9
978,Personal Issue,fixed,"(63.33, 2677.65]",8,9
979,Traffic,fixed,"(26.55, 63.33]",0,1
980,Traffic,fixed,"(26.55, 63.33]",0,1
981,Commercial,referred,"(63.33, 2677.65]",8,9
983,Commercial,followup,"(26.55, 63.33]",0,1
984,Traffic,no_violation,"(0.069, 26.55]",1,2
985,Traffic,no_violation,"(0.069, 26.55]",1,2
986,Traffic,no_violation,"(63.33, 2677.65]",1,2
987,Traffic,no_violation,"(63.33, 2677.65]",1,2
988,Safety,no_violation,"(26.55, 63.33]",0,1
989,Traffic,no_violation,"(0.069, 26.55]",1,2
990,Traffic,no_violation,"(0.069, 26.55]",1,2
991,Noise,fixed,"(26.55, 63.33]",4,5
992,Safety,fixed,"(0.069, 26.55]",0,1
993,Noise,fixed,"(26.55, 63.33]",4,5
994,Personal Issue,followup,"(0.069, 26.55]",3,4
995,Noise,no_violation,"(0.069, 26.55]",3,4
996,Personal Issue,no_violation,"(0.069, 26.55]",3,4
997,Traffic,fixed,"(63.33, 2677.65]",8,9
998,Traffic,fixed,"(63.33, 2677.65]",8,9
999,Noise,fixed,"(0.069, 26.55]",7,8
1000,Traffic,fixed,"(26.55, 63.33]",0,1
1001,Traffic,no_violation,"(63.33, 2677.65]",1,2
1002,Other,info_needed,"(63.33, 2677.65]",8,9
1003,Commercial,no_violation,"(0.069, 26.55]",3,4
1004,Commercial,no_violation,"(0.069, 26.55]",3,4
1005,Noise,no_violation,"(63.33, 2677.65]",9,10
1006,Commercial,no_violation,"(0.069, 26.55]",3,4
1008,Personal Issue,fixed,"(0.069, 26.55]",7,8
1009,Noise,fixed,"(0.069, 26.55]",7,8
1010,Noise,fixed,"(26.55, 63.33]",4,5
1011,Safety,fixed,"(26.55, 63.33]",0,1
1012,Safety,no_violation,"(0.069, 26.55]",3,4
1013,Noise,no_violation,"(26.55, 63.33]",6,7
1015,Other,followup,"(0.069, 26.55]",3,4
1018,Safety,no_violation,"(63.33, 2677.65]",9,10
1019,Noise,fixed,"(26.55, 63.33]",4,5
1020,Noise,fixed,"(26.55, 63.33]",4,5
1021,Traffic,no_violation,"(26.55, 63.33]",1,2
1022,Traffic,no_violation,"(26.55, 63.33]",1,2
1023,Other,info_needed,"(63.33, 2677.65]",8,9
1024,Safety,info_needed,"(26.55, 63.33]",0,1
1025,Noise,fixed,"(63.33, 2677.65]",4,5
1026,Traffic,no_violation,"(26.55, 63.33]",1,2
1027,Safety,no_violation,"(63.33, 2677.65]",9,10
1028,Noise,no_violation,"(26.55, 63.33]",6,7
1029,Noise,no_violation,"(26.55, 63.33]",6,7
1030,Traffic,no_violation,"(26.55, 63.33]",1,2
1031,Noise,no_violation,"(26.55, 63.33]",6,7
1032,Other,fixed,"(63.33, 2677.65]",8,9
1033,Noise,fixed,"(63.33, 2677.65]",4,5
1034,Other,info_needed,"(26.55, 63.33]",0,1
1035,Traffic,fixed,"(63.33, 2677.65]",8,9
1036,Traffic,fixed,"(26.55, 63.33]",0,1
1037,Noise,no_violation,"(0.069, 26.55]",3,4
1038,Noise,fixed,"(26.55, 63.33]",4,5
1039,Noise,fixed,"(63.33, 2677.65]",4,5
1040,Noise,fixed,"(63.33, 2677.65]",4,5
1041,Trash/Pollution,fixed,"(63.33, 2677.65]",8,9
1042,Traffic,fixed,"(63.33, 2677.65]",8,9
1043,Personal Issue,no_violation,"(63.33, 2677.65]",9,10
1044,Noise,no_violation,"(63.33, 2677.65]",9,10
1045,Noise,fixed,"(63.33, 2677.65]",4,5
1046,Traffic,fixed,"(63.33, 2677.65]",8,9
1047,House,no_violation,"(63.33, 2677.65]",2,3
1048,House,fixed,"(63.33, 2677.65]",8,9
1049,House,no_violation,"(63.33, 2677.65]",2,3
1050,Noise,no_violation,"(0.069, 26.55]",3,4
1051,Noise,no_violation,"(63.33, 2677.65]",9,10
1052,Noise,no_violation,"(63.33, 2677.65]",9,10
1053,House,fixed,"(63.33, 2677.65]",8,9
1054,House,fixed,"(63.33, 2677.65]",8,9
1055,House,fixed,"(63.33, 2677.65]",8,9
1056,House,fixed,"(26.55, 63.33]",0,1
1057,House,fixed,"(63.33, 2677.65]",8,9
1058,Traffic,fixed,"(26.55, 63.33]",0,1
1059,Traffic,fixed,"(0.069, 26.55]",7,8
1060,Traffic,no_violation,"(63.33, 2677.65]",1,2
1061,Noise,no_violation,"(63.33, 2677.65]",9,10
1062,Traffic,fixed,"(26.55, 63.33]",0,1
1063,House,info_needed,"(63.33, 2677.65]",2,3
1064,Noise,fixed,"(63.33, 2677.65]",4,5
1065,Noise,fixed,"(26.55, 63.33]",4,5
1066,Traffic,fixed,"(0.069, 26.55]",7,8
1068,Noise,no_violation,"(0.069, 26.55]",3,4
1069,Traffic,no_violation,"(63.33, 2677.65]",1,2
1070,Noise,no_violation,"(0.069, 26.55]",3,4
1071,Noise,fixed,"(0.069, 26.55]",7,8
1072,Traffic,fixed,"(0.069, 26.55]",7,8
1073,Noise,fixed,"(26.55, 63.33]",4,5
1074,Noise,no_violation,"(0.069, 26.55]",3,4
1075,Traffic,no_violation,"(63.33, 2677.65]",1,2
1076,Noise,no_violation,"(0.069, 26.55]",3,4
1077,Noise,no_violation,"(0.069, 26.55]",3,4
1078,Traffic,fixed,"(0.069, 26.55]",7,8
1079,Traffic,fixed,"(63.33, 2677.65]",8,9
1080,Noise,no_violation,"(0.069, 26.55]",3,4
1081,Other,no_violation,"(63.33, 2677.65]",9,10
1082,Traffic,no_violation,"(63.33, 2677.65]",1,2
1083,Traffic,no_violation,"(63.33, 2677.65]",1,2
1084,Safety,no_violation,"(26.55, 63.33]",0,1
1085,Noise,no_violation,"(0.069, 26.55]",3,4
1086,Noise,no_violation,"(63.33, 2677.65]",9,10
1087,Noise,fixed,"(0.069, 26.55]",7,8
1088,Traffic,fixed,"(63.33, 2677.65]",8,9
1089,Noise,fixed,"(26.55, 63.33]",4,5
1090,Commercial,fixed,"(63.33, 2677.65]",8,9
1091,Traffic,no_violation,"(0.069, 26.55]",1,2
1092,Energy,no_violation,"(63.33, 2677.65]",9,10
1093,House,no_violation,"(63.33, 2677.65]",2,3
1094,Safety,fixed,"(26.55, 63.33]",0,1
1095,Safety,fixed,"(26.55, 63.33]",0,1
1096,Traffic,no_violation,"(0.069, 26.55]",1,2
1097,House,fixed,"(63.33, 2677.65]",8,9
1098,Traffic,fixed,"(26.55, 63.33]",0,1
1099,Traffic,no_violation,"(26.55, 63.33]",1,2
1100,Traffic,fixed,"(26.55, 63.33]",0,1
1101,Traffic,fixed,"(0.069, 26.55]",7,8
1102,Traffic,fixed,"(26.55, 63.33]",0,1
1103,Noise,no_violation,"(0.069, 26.55]",3,4
1104,Traffic,no_violation,"(0.069, 26.55]",1,2
1105,Traffic,no_violation,"(0.069, 26.55]",1,2
1106,Traffic,no_violation,"(0.069, 26.55]",1,2
1107,Noise,no_violation,"(0.069, 26.55]",3,4
1108,Traffic,no_violation,"(0.069, 26.55]",1,2
1109,Traffic,no_violation,"(0.069, 26.55]",1,2
1110,Traffic,no_violation,"(26.55, 63.33]",1,2
1111,Traffic,no_violation,"(26.55, 63.33]",1,2
1112,Traffic,fixed,"(63.33, 2677.65]",8,9
1113,Traffic,no_violation,"(63.33, 2677.65]",1,2
1114,Traffic,no_violation,"(0.069, 26.55]",1,2
1115,Other,fixed,"(0.069, 26.55]",7,8
1116,Noise,fixed,"(0.069, 26.55]",7,8
1117,Noise,fixed,"(26.55, 63.33]",4,5
1118,Safety,fixed,"(26.55, 63.33]",0,1
1119,Other,no_violation,"(63.33, 2677.65]",9,10
1120,Noise,fixed,"(26.55, 63.33]",4,5
1121,Traffic,fixed,"(26.55, 63.33]",0,1
1122,Traffic,fixed,"(26.55, 63.33]",0,1
1123,Other,no_violation,"(0.069, 26.55]",3,4
1124,Noise,fixed,"(26.55, 63.33]",4,5
1125,Noise,fixed,"(0.069, 26.55]",7,8
1126,Noise,no_violation,"(63.33, 2677.65]",9,10
1127,Safety,no_violation,"(0.069, 26.55]",3,4
1128,Traffic,fixed,"(26.55, 63.33]",0,1
1129,Traffic,no_violation,"(26.55, 63.33]",1,2
1133,Traffic,fixed,"(63.33, 2677.65]",8,9
1134,Noise,no_violation,"(26.55, 63.33]",6,7
1136,Noise,no_violation,"(63.33, 2677.65]",9,10
1137,Noise,no_violation,"(26.55, 63.33]",6,7
1138,Noise,fixed,"(26.55, 63.33]",4,5
1139,Noise,fixed,"(26.55, 63.33]",4,5
1140,Noise,fixed,"(63.33, 2677.65]",4,5
1141,Safety,fixed,"(63.33, 2677.65]",0,1
1142,Noise,fixed,"(26.55, 63.33]",4,5
1143,Traffic,no_violation,"(63.33, 2677.65]",1,2
1144,Traffic,info_needed,"(26.55, 63.33]",1,2
1145,Traffic,fixed,"(0.069, 26.55]",7,8
1146,Energy,no_violation,"(0.069, 26.55]",3,4
1147,Noise,fixed,"(0.069, 26.55]",7,8
1148,Noise,no_violation,"(26.55, 63.33]",6,7
1149,Traffic,fixed,"(26.55, 63.33]",0,1
1150,Noise,no_violation,"(26.55, 63.33]",6,7
1151,Other,fixed,"(0.069, 26.55]",7,8
1152,Traffic,fixed,"(26.55, 63.33]",0,1
1153,Traffic,fixed,"(26.55, 63.33]",0,1
1154,Traffic,no_violation,"(26.55, 63.33]",1,2
1155,Noise,fixed,"(0.069, 26.55]",7,8
1156,Noise,fixed,"(26.55, 63.33]",4,5
1157,Noise,fixed,"(63.33, 2677.65]",4,5
1158,Noise,fixed,"(63.33, 2677.65]",4,5
1159,Noise,fixed,"(63.33, 2677.65]",4,5
1160,Noise,fixed,"(63.33, 2677.65]",4,5
1161,Noise,fixed,"(0.069, 26.55]",7,8
1162,Traffic,no_violation,"(63.33, 2677.65]",1,2
1163,Traffic,no_violation,"(0.069, 26.55]",1,2
1164,Traffic,no_violation,"(26.55, 63.33]",1,2
1165,Traffic,fixed,"(0.069, 26.55]",7,8
1166,Noise,fixed,"(63.33, 2677.65]",4,5
1167,Noise,fixed,"(26.55, 63.33]",4,5
1168,Commercial,no_violation,"(26.55, 63.33]",1,2
1169,Noise,fixed,"(26.55, 63.33]",4,5
1170,Traffic,no_violation,"(0.069, 26.55]",1,2
1171,Noise,fixed,"(26.55, 63.33]",4,5
